"LOCATION"	"Country"	"VARIABLE"	"Variable"	"FREQUENCY"	"Frequency"	"TIME"	"Time"	"Unit Code"	"Unit"	"PowerCode Code"	"PowerCode"	"Reference Period Code"	"Reference Period"	"Value"	"Flag Codes"	"Flags"
"CRI"	"Costa Rica"	"GDPV_ANNPCT"	"Gross domestic product, volume, growth"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"	"2012"	"2012"	-4.08608719711939		
"EST"	"Estonia"	"GDPV_ANNPCT"	"Gross domestic product, volume, growth"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"	"2015"	"2015"	-8.32161772885529		
"IND"	"India"	"GDPV_ANNPCT"	"Gross domestic product, volume, growth"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"	"2011_12"	"2011-12"	-3.79846410160583		
"IDN"	"Indonesia"	"GDPV_ANNPCT"	"Gross domestic product, volume, growth"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"	"2010"	"2010"	-2.76409784890567		
"ISR"	"Israel"	"GDPV_ANNPCT"	"Gross domestic product, volume, growth"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"	"2015"	"2015"	-6.80137466664785		
"LVA"	"Latvia"	"GDPV_ANNPCT"	"Gross domestic product, volume, growth"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"	"2015"	"2015"	-8.1251624181982		
"RUS"	"Russia"	"GDPV_ANNPCT"	"Gross domestic product, volume, growth"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"	"2016"	"2016"	-8.03119088931574		
"SVN"	"Slovenia"	"GDPV_ANNPCT"	"Gross domestic product, volume, growth"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"	"2010"	"2010"	-7.78818516537321		
"ZAF"	"South Africa"	"GDPV_ANNPCT"	"Gross domestic product, volume, growth"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"	"2010"	"2010"	-7.46202840577889		
"WLD"	"World"	"GDPV_ANNPCT"	"Gross domestic product, volume, growth"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"	"2015"	"2015"	-5.96397862972937		
"BGR"	"Bulgaria"	"GDPV_ANNPCT"	"Gross domestic product, volume, growth"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"	"2015"	"2015"	-8.02540915592098		
"LTU"	"Lithuania"	"GDPV_ANNPCT"	"Gross domestic product, volume, growth"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"	"2015"	"2015"	-8.08355901296482		
"ARG"	"Argentina"	"GDPV_ANNPCT"	"Gross domestic product, volume, growth"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"	"2004"	"2004"	-8.34858588166183		
"NOR"	"Norway"	"GDPV_ANNPCT"	"Gross domestic product, volume, growth"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"	"2017"	"2017"	-5.9886684252053		
"ROU"	"Romania"	"GDPV_ANNPCT"	"Gross domestic product, volume, growth"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"	"2010"	"2010"	-6.47072469136997		
"EA17"	"Euro area (17 countries)"	"GDPV_ANNPCT"	"Gross domestic product, volume, growth"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"	"2015"	"2015"	-9.32393120348193		
